's Gage,'s Gage,
Deersum gem. Rauwerderkem,Deersum gem. Rauwerderkem,
Deijl,Deijl,
Deil,Deil,Q73147
Deinse,Deinse,
Deinum  gem. @enuldermadeel,Deinum  gem. @enuldermadeel,
Deinze,Deinze,Q499313
Delf,Delf,Q1184105
Delfshaven,Delfshaven,Q1184149
Delfshaven Rottm,Delfshaven Rottm,
Delfszijl,Delfszijl,
Delft,Delft,Q690
Delftshaven,Delftshaven,Q1184149
Delftshaven rotterdam,Delftshaven rotterdam,
Delftzijl,Delftzijl,
Delfzijl,Delfzijl,Q322986
den Andel gem. Baflo,den Andel gem. Baflo,
den Bommel,den Bommel,Q2509021
den Borcht,den Borcht,
 Bosch,Den Bosch,Q2766547
's - Bosch,Den Bosch,Q2766547
's Bosch,Den Bosch,Q2766547
's Hertogenbosch,Den Bosch,Q2766547
's hertogenbosch,Den Bosch,Q2766547
den Bosch,den Bosch,Q2766547
Den Bosch,Den Bosch,Q2766547
's  Hage,Den Haag,Q36600
's GRavenhag,Den Haag,Q36600
's Gravenhage,Den Haag,Q36600
'S Gravenhage,Den Haag,Q36600
's gravenhage,Den Haag,Q36600
's Gravenhage ,Den Haag,Q36600
's Hage,Den Haag,Q36600
's-Gravenhage,Den Haag,Q36600
'sGravenhage,Den Haag,Q36600
"""s Gravenhage",Den Haag,Q36600
den Haag,den Haag,Q36600
Den Haag,Den Haag,Q36600
Den Haag ,Den Haag ,Q36600
den Ham,den Ham,Q2594212
Den Helder,Den Helder,Q9911
den Helder,den Helder,Q9911
Den Hout gem. Oosterhout,Den Hout gem. Oosterhout,
Denekamp,Denekamp,Q3022448
Deurne,Deurne,Q681061
Deurne en liessel,Deurne en liessel,Q2774034
Deursen en Dennenburg,Deursen en Dennenburg,Q1968961
Deventer,Deventer,Q10001
Deventer ,Deventer ,Q10001
Didam,Didam,Q1210428
Diemen,Diemen,Q9913
Diemerbrug,Diemerbrug,
Diepenheim,Diepenheim,Q2243026
Diepenveen,Diepenveen,Q2905573
Dieren,Dieren,Q73101
Dieren (gem. Rheden),Dieren (gem. Rheden),
Dieren (Rheden),Dieren (Rheden),
Dieren Gem. Rheden,Dieren Gem. Rheden,
Dieren gem. Rheden,Dieren gem. Rheden,
Diest,Diest,Q743236
Diever,Diever,Q2497377
Dinteloord,Dinteloord,Q2281208
Dinten N.B.,Dinten N.B.,
Dinther,Dinther,Q2445686
Dinxperlo,Dinxperlo,Q1226753
Dinxperlo (G),Dinxperlo (G),
Dinxperloo,Dinxperloo,
Dirksland,Dirksland,Q917827
Djember,Djember,
Dockum,Dockum,
Dodenwaard,Dodenwaard,
Dodewaard,Dodewaard,Q1614071
Doesburg,Doesburg,Q165736
Doetichem,Doetichem,
Doetinchem,Doetinchem,Q145845
Dokkum,Dokkum,Q41976
Dolhain (Belgie),Dolhain (Belgie),
Dolhain (België),Dolhain (België),
Domburg,Domburg,Q980728
Dongen,Dongen,Q9829
Doniawerstal,Doniawerstal,Q2091902
Doodewaard,Doodewaard,
Doorn,Doorn,Q1615161
Doorn Spijk,Doorn Spijk,
Doornik,Doornik,Q173219
Doornspijk,Doornspijk,Q959806
Dordmund,Dordmund,
Dordrecht,Dordrecht,Q26421
Dordrecht ,Dordrecht ,Q26421
Dordrecht.,Dordrecht.,
Dordrecjt,Dordrecjt,
Dordt,Dordt,Q15946409
Dort,Dort,Q1250544
Dortmund,Dortmund,Q1295
Dortmund (D),Dortmund (D),
Dortmund (D).,Dortmund (D).,
Dortmund (Duitsland),Dortmund (Duitsland),
Dortmunt,Dortmunt,
dOTDRECHT,dOTDRECHT,
Drachten,Drachten,Q60444
Drachtster Compagnie,Drachtster Compagnie,
Dragten,Dragten,Q60444
Dragten gem. Smallingerland,Dragten gem. Smallingerland,
Dreumel,Dreumel,Q2784834
Dreumel ,Dreumel ,Q2784834
Drie Wegen,Drie Wegen,
Drie-Wegen,Drie-Wegen,
Drieberg,Drieberg,
Driebergen,Driebergen,Q1899314
driebergen,driebergen,Q1899314
DRiebergen,DRiebergen,Q1899314
Driel,Driel,Q1614971
Driewegen,Driewegen,Q395656
Drogeham,Drogeham,Q2497585
Drongrijp,Drongrijp,
Dronrijp,Dronrijp,Q578267
Drumpt-wadenoijen,Drumpt-wadenoijen,
Drunen,Drunen,Q2873137
Druten,Druten,Q932142
Dubbeldam,Dubbeldam,Q1262957
Duibbeldam,Duibbeldam,
Duisburg,Duisburg,Q2100
Duisburg (Duitsch),Duisburg (Duitsch),
Duisburg (Duitschl.),Duisburg (Duitschl.),
Duisburg (Duitsland),Duisburg (Duitsland),
Duitschland,Duitschland,
Duiven,Duiven,Q613989
Duivendrecht,Duivendrecht,Q2385069
Dülken Pruissen,Dülken Pruissen,
Durgerdam,Durgerdam,Q2910312
Dusseldorf,Dusseldorf,Q1718
Düsseldorf,Düsseldorf,Q1718
Dusseldorf (D),Dusseldorf (D),
Düsseldorf (D),Düsseldorf (D),
Duurswoud,Duurswoud,
Duurswoude,Duurswoude,
Dwingelo,Dwingelo,Q1268530
Dwingeloo,Dwingeloo,Q1268530
Eberbach (Baden),Eberbach (Baden),Q22873
Echt,Echt,Q1218871
Echt L,Echt L,
Echteld,Echteld,Q1614076
Echten,Echten,Q399233
Echten (gemeente Lemsterland),Echten (gemeente Lemsterland),
Echten Fr.,Echten Fr.,
Echten gem. Lemsterland,Echten gem. Lemsterland,
Echtveld,Echtveld,
Ecjt L.,Ecjt L.,
Eck en Wiel,Eck en Wiel,Q2300164
Eck en Wiel gem. Maurik,Eck en Wiel gem. Maurik,
Edam,Edam,Q412114
Ede,Ede,Q294898
Ede (G),Ede (G),
Ede (Gelderl).,Ede (Gelderl).,
Ede (Gld.),Ede (Gld.),
Eeckeren,Eeckeren,
Eeckeren Donk  België,Eeckeren Donk  België,
Eecloo,Eecloo,
Eede,Eede,Q920932
Eek en Wiel,Eek en Wiel,
Eelde,Eelde,Q225591
Eelen,Eelen,
Eemnes,Eemnes,Q10037
Eemnes binnen,Eemnes binnen,
Eemnes Buiten,Eemnes Buiten,
Eemnes buiten,Eemnes buiten,
Eemnes-buiten,Eemnes-buiten,
Eepe,Eepe,
Eepe (Duitschl.),Eepe (Duitschl.),
Eerica - Emmen,Eerica - Emmen,
Eesveen gem. Steenwijkerwold,Eesveen gem. Steenwijkerwold,
Eeten,Eeten,
Egmond aan Zee,Egmond aan Zee,Q1616324
Egmond-Binnen,Egmond-Binnen,Q2594161
Ehrang D.,Ehrang D.,
Ehrenfeld,Ehrenfeld,Q1300001
Ehrstein,Ehrstein,
Eibergen,Eibergen,Q1025665
Eigelshoven,Eigelshoven,
Eijgelshoven,Eijgelshoven,Q1019312
Eilenburg,Eilenburg,Q12055
Eilendorf Pruisen,Eilendorf Pruisen,
Eindhoven,Eindhoven,Q9832
Eisenschmidt,Eisenschmidt,
Ek en Mel Maurik,Ek en Mel Maurik,
Elberfeld,Elberfeld,Q702259
Elberfeld (Duitschl.),Elberfeld (Duitschl.),
elbersfeks,elbersfeks,
Elberveld,Elberveld,
Elbing,Elbing,Q104712
Elbing.,Elbing.,
Elburg,Elburg,Q165662
Elewijt Belgie,Elewijt Belgie,
Elkerzee,Elkerzee,Q2346411
Ellecom (Rheden),Ellecom (Rheden),
Ellekom gem. Rhenen,Ellekom gem. Rhenen,
Ellemeet (Z.),Ellemeet (Z.),
Ellewoutsdijk,Ellewoutsdijk,Q3051477
Elsloo gemeente Oost-Stellingwerf,Elsloo gemeente Oost-Stellingwerf,
Elst,Elst,Q422839
Elst Amerongen,Elst Amerongen,
Elst gem. Rhenen,Elst gem. Rhenen,
Elst Rhenen,Elst Rhenen,
"Elst, gem. Rhenen","Elst, gem. Rhenen",
Elzen,Elzen,
Embden,Embden,Q1334962
Emden (Dld),Emden (Dld),
Emden (Duitschl.),Emden (Duitschl.),
Emden (Oost-Friesland) (Duitsland),Emden (Oost-Friesland) (Duitsland),
Emden Oost-Friesland (Duitschland),Emden Oost-Friesland (Duitschland),
Emenes,Emenes,
Emmen,Emmen,Q257220
Emmen Bargeroosterveen,Emmen Bargeroosterveen,
Emmen Nieuw Amsterdam,Emmen Nieuw Amsterdam,
Emmer gem. Vlachtwedde,Emmer gem. Vlachtwedde,
Emmerich,Emmerich,Q361483
Emmerich (Duitschl.),Emmerich (Duitschl.),
Emmerich (Duitschland),Emmerich (Duitschland),
Emmerik,Emmerik,Q57006
Emmerik (D),Emmerik (D),
Engelen,Engelen,Q1342086
Engen Gem. Lienden,Engen Gem. Lienden,
Enkhuizen,Enkhuizen,Q9918
Enkwielen,Enkwielen,
Enschede,Enschede,Q10002
Enschedé,Enschedé,Q2014038
Enschot,Enschot,
Epe,Epe,Q449586
Epe - @estfale,Epe - @estfale,
Epe (Duitschl),Epe (Duitschl),
Epe (Westfalen),Epe (Westfalen),
Epe Westfalen,Epe Westfalen,
Erfurt,Erfurt,Q1729
Erle,Erle,Q1355369
ermelo,ermelo,Q411336
Ermelo,Ermelo,Q411336
Erp,Erp,Q251616
Erskirchen,Erskirchen,
Es,Es,Q206923
Esch,Esch,Q356503
Essen,Essen,Q2066
Essen (Barneveld),Essen (Barneveld),
Essen (D),Essen (D),
Etten,Etten,Q354592
Etten en Leur,Etten en Leur,
Etten-en-Leur,Etten-en-Leur,
Etten-Leur,Etten-Leur,Q9833
Ettenleur,Ettenleur,
Etterbeek,Etterbeek,Q192859
Everdingen,Everdingen,Q2937766
Everdingen (Z.H.),Everdingen (Z.H.),
Everghem  België,Everghem  België,
Everlee,Everlee,
Ewijk,Ewijk,Q237692
F@@hn,F@@hn,
Farcienne,Farcienne,
Farmsum,Farmsum,Q599733
Ferwerderadeel,Ferwerderadeel,Q750772
Fijnaart,Fijnaart,Q2483396
Finkega,Finkega,
Finkerweerde,Finkerweerde,
Finkum,Finkum,Q2169171
Finsterwolde,Finsterwolde,Q3072672
Flemalle Grand,Flemalle Grand,
Fleurus,Fleurus,Q314922
Flühe (Duitsland),Flühe (Duitsland),
Fluhn,Fluhn,
Flúhn,Flúhn,
Flühn,Flühn,
Fourbechies,Fourbechies,
Foxhol,Foxhol,
Foxhol (gemeente Hoogezand),Foxhol (gemeente Hoogezand),
Foxhol gem. Hoogezand,Foxhol gem. Hoogezand,
Francries,Francries,
Franeker,Franeker,Q41974
Franekerr,Franekerr,
Franker,Franker,
Frankfurt a/d Main,Frankfurt a/d Main,
Frankfurt a/Main,Frankfurt a/Main,
Frederiksoord,Frederiksoord,Q2483434
Frederiksoord Vledder,Frederiksoord Vledder,
Frühn,Frühn,
Gaanderen,Gaanderen,Q171272
Gaasterland,Gaasterland,Q850707
Gaastmeer,Gaastmeer,Q2677978
Gaastmeer gem. Wijmbritseradeel,Gaastmeer gem. Wijmbritseradeel,
Gaatsmeer gem. Wymbritseradeel,Gaatsmeer gem. Wymbritseradeel,
Gameren,Gameren,Q171245
Garderbroek,Garderbroek,
Garderbroek gem. Barneveld,Garderbroek gem. Barneveld,
Gardereb,Gardereb,
Garderen,Garderen,Q171267
Garderen (gem. Barneveld),Garderen (gem. Barneveld),
Garderen gem Barneveld,Garderen gem Barneveld,
Garletz,Garletz,
Garlitz,Garlitz,
Garnburd,Garnburd,
Garnwerd gem. Ezinge,Garnwerd gem. Ezinge,
Gasselte,Gasselte,Q2015118
Gebenich (D),Gebenich (D),
Gebroek Maasniel,Gebroek Maasniel,
Geertruidenberg,Geertruidenberg,Q9834
Geervliet,Geervliet,Q3100092
Geesateren gem. Tubbergen,Geesateren gem. Tubbergen,
Geesteren,Geesteren,Q398952
Geesteren gem. Tubbergen,Geesteren gem. Tubbergen,
Geffen,Geffen,Q404440
Geldermalsem,Geldermalsem,
Geldermalsen,Geldermalsen,Q171536
Geldern (Duitschl.),Geldern (Duitschl.),
Geldrop,Geldrop,Q2636411
Geleen,Geleen,Q73570
Gelsenkirchen,Gelsenkirchen,Q2765
Gelting (D),Gelting (D),
Gelting Duitschland,Gelting Duitschland,
gem West Dongeradeel,gem West Dongeradeel,
gem. West Dongeradeel,gem. West Dongeradeel,
Gemert,Gemert,Q970701
GEmert,Gemert,Q970701
Gendbrugge,Gendbrugge,
GEnderen,GEnderen,Q2273521
Genderen,Genderen,Q2273521
Genderingen,Genderingen,
Gendirngen,Gendirngen,
Gendringen,Gendringen,Q171268
Gendt,Gendt,
Genemuide,Genemuide,
Genemuiden,Genemuiden,Q81186
Gennep,Gennep,Q9800
Gennip,Gennip,
Gensbloux,Gensbloux,
Gent,Gent,Q1502615
GEnt,GEnt,Q1502615
Gent ( bij Nijmegen),Gent ( bij Nijmegen),
Gent (Belgie),Gent (Belgie),
Gent (België),Gent (België),
Gent bij Nijmegen,Gent bij Nijmegen,
Gestel,Gestel,Q358694
Gevenich  D.,Gevenich  D.,
Gevenich Duitschl.,Gevenich Duitschl.,
gevonden te Utrcht,gevonden te Utrcht,
gevonden te Utrecht,gevonden te Utrecht,
Giekerk,Giekerk,Q2238305
Giesen,Giesen,Q635190
Giesendam,Giesendam,
Giessen,Giessen,Q3874
Giessen Nieuwkerk,Giessen Nieuwkerk,
Giessendam,Giessendam,Q953012
Gieten,Gieten,Q3025896
Giethoorn,Giethoorn,Q1025664
Gijsendam,Gijsendam,
Gildehaus (Dld),Gildehaus (Dld),
Gilly,Gilly,Q70383
Gilly (België),Gilly (België),
Gilze en Rijen,Gilze en Rijen,Q9837
Gilzerijen,Gilzerijen,
Ginneken,Ginneken,
Ginneken e4n Bavel,Ginneken e4n Bavel,
Gisperleben,Gisperleben,
Gladbach,Gladbach,Q409731
Glanerbrug,Glanerbrug,Q1007176
Glanerbrug (gem Losser),Glanerbrug (gem Losser),
Glimes,Glimes,
Glimmen gem. Haren,Glimmen gem. Haren,
Glogau (Duitschland),Glogau (Duitschland),
Goch,Goch,Q16006
Goedereede,Goedereede,Q924091
Goes,Goes,Q81220
"Goes, lees Soest","Goes, lees Soest",
Goirle,Goirle,Q9838
Goor,Goor,Q2054185
Gordel,Gordel,
Gorichem,Gorichem,Q244327
Gorinchem,Gorinchem,Q244327
Gorkum,Gorkum,Q244327
Gorredijk,Gorredijk,Q2103434
Gorsel,Gorsel,
Gorssel,Gorssel,Q171264
Gossen Silezië,Gossen Silezië,
Gouda,Gouda,Q294446
Gouderak,Gouderak,Q963589
Graauw,Graauw,Q2682639
Grammene (Belgie),Grammene (Belgie),
Gramsbergen,Gramsbergen,Q3112112
Grauw,Grauw,
Grave,Grave,Q173387
Grave NB,Grave NB,
Gravenland,Gravenland,
Greenen,Greenen,
Grevenbicht (L),Grevenbicht (L),
Grevenig (Pruisen),Grevenig (Pruisen),
Grijpskerk,Grijpskerk,Q2218565
Grimance Saksen,Grimance Saksen,
Grimma Saksen,Grimma Saksen,
Grimsby,Grimsby,Q179406
Groenendijk,Groenendijk,Q56538571
Groesbeek,Groesbeek,Q146984
Groesbeek Gem. Stekkenberg,Groesbeek Gem. Stekkenberg,
Groiningen,Groiningen,
Gronau,Gronau,Q258613
Gronau (Dld),Gronau (Dld),
"Gronau, Westfalen","Gronau, Westfalen",
Gronignen,Gronignen,
Groningen,Groningen,Q749
Groningen ,Groningen ,Q749
Gronongen,Gronongen,
Gronsveld,Gronsveld,Q100003
Groot Ammers,Groot Ammers,Q3116939
Groot Ammerzo,Groot Ammerzo,
Groot-Ammers,Groot-Ammers,Q3116939
Groote Gast,Groote Gast,
Grootebroek,Grootebroek,Q429309
Grootegast,Grootegast,Q605986
Grosfüllen D.,Grosfüllen D.,
Grouw,Grouw,Q1547681
Grubbenvorst,Grubbenvorst,Q1996074
Gueltzow,Gueltzow,
Guurlo Paraijs (B),Guurlo Paraijs (B),
H. en L. Zwaluwe,H. en L. Zwaluwe,
H.Sum,H.Sum,
H'sum,H'sum,
H'wijk,H'wijk,
H@@kingen,H@@kingen,
Haaarlem,Haaarlem,
Haaften,Haaften,Q58404
Haaksbergen,Haaksbergen,Q10003
Haalemmerliede en Spaarnwoude,Haalemmerliede en Spaarnwoude,
Haardt,Haardt,Q837186
Haarl. meer,Haarl. meer,
Haarl.meer,Haarl.meer,
Haarlem,Haarlem,Q9920
Haarlem ,Haarlem ,Q9920
Haarlemmerliede,Haarlemmerliede,Q3125257
Haarlemmerliede en Spaarndam,Haarlemmerliede en Spaarndam,
Haarlemmerliede en Spaarnwoude,Haarlemmerliede en Spaarnwoude,Q9921
Haarlemmermeer,Haarlemmermeer,Q9924
Haarsteeg,Haarsteeg,
Haarzuilen,Haarzuilen,
Haarzuilens,Haarzuilens,Q2772913
Haastrecht,Haastrecht,Q2523099
Haerde,Haerde,
Haerkingen,Haerkingen,Q66399
Hagen bij Aken D.,Hagen bij Aken D.,
Hagenten,Hagenten,
Hagestein,Hagestein,Q174398
Hahn (D.),Hahn (D.),
Halle,Halle,Q108656
Halle a/d Saale (Duitschand),Halle a/d Saale (Duitschand),
Halleveen,Halleveen,
Halluin (Frankrijk),Halluin (Frankrijk),
Halsteren,Halsteren,Q2213267
Halstienrath  bij Coblenz,Halstienrath  bij Coblenz,
Hamburg,Hamburg,Q1055
Hamburg (Duitschland),Hamburg (Duitschland),
Hamersveld,Hamersveld,
Hamersveld (Leusden),Hamersveld (Leusden),
Hamersveld gem Leusden,Hamersveld gem Leusden,
Hamerveld gem. Leusden,Hamerveld gem. Leusden,
Hammerich,Hammerich,Q97304193
Han@rowo,Han@rowo,
Hantum,Hantum,Q1025054
Hardegarijp,Hardegarijp,Q1025097
Hardenberg,Hardenberg,Q10013
Hardenwijk,Hardenwijk,
Harderberg,Harderberg,
Harderwijk,Harderwijk,Q58931
Hardingsveld,Hardingsveld,
Hardinxveld,Hardinxveld,
Haren,Haren,Q359580
Haren (Gron),Haren (Gron),
Harkema Opeinde,Harkema Opeinde,
Harkema-Opeinde,Harkema-Opeinde,
Harlem,Harlem,Q189074
Harlingen,Harlingen,Q399769
Harmelen,Harmelen,Q3029267
harmonicaspeler,harmonicaspeler,
Harseneraardt (Lobit),Harseneraardt (Lobit),
Harskamp,Harskamp,Q58526
Haskerland,Haskerland,
Haskerland (Nijehaske),Haskerland (Nijehaske),
Hasselt,Hasselt,Q58780
Hasselt  O.,Hasselt  O.,
Hasselt (Belgie),Hasselt (Belgie),
Hasselt (belgie),Hasselt (belgie),
Hasselt (O),Hasselt (O),
Hateren (gem. Nijmegen),Hateren (gem. Nijmegen),
Hatert,Hatert,Q2280121
Hatert (gem. Nijmegen),Hatert (gem. Nijmegen),
Hatert gem. Nijmegen,Hatert gem. Nijmegen,
Hattem,Hattem,Q58797
Hattem (G),Hattem (G),
Hattingen,Hattingen,Q4082
Haudenbach,Haudenbach,
Hauffolixe (B),Hauffolixe (B),
Haule,Haule,Q3116978
Hauti-Waelen,Hauti-Waelen,
Hautum,Hautum,
Hauwerzijl,Hauwerzijl,
Havelde,Havelde,
Havelte,Havelte,Q1591522
Hazerswoude,Hazerswoude,Q3128898
Hazerwoude,Hazerwoude,
Hedel,Hedel,Q2195310
Hedikhuizen,Hedikhuizen,Q2687639
Heeerenveen,Heeerenveen,
Heeg gem. Wijmbritseradeel,Heeg gem. Wijmbritseradeel,
Heelweg (gem. Wisch),Heelweg (gem. Wisch),
Heemskerk,Heemskerk,Q9926
Heemstede,Heemstede,Q9928
Heer,Heer,Q347785
Heer Hugowaard,Heer Hugowaard,
Heer-Hugowaard,Heer-Hugowaard,
Heerde,Heerde,Q615491
Heerde (Gel),Heerde (Gel),
Heerde (Geld),Heerde (Geld),
Heerde (Gld),Heerde (Gld),
Heere,Heere,Q633835
"Heerenthals, Belgie","Heerenthals, Belgie",
Heerenveen,Heerenveen,Q574558
Heereveen,Heereveen,
Heerhugowaard,Heerhugowaard,Q9930
Heerlen,Heerlen,Q9799
Heerlerheide,Heerlerheide,Q966265
Hees bij Nijmegen,Hees bij Nijmegen,
Hees bij Os.,Hees bij Os.,
Heesch,Heesch,Q5698148
Heeze,Heeze,Q2652133
Heeze ,Heeze ,Q2652133
Heeze (NBr),Heeze (NBr),
Heeze N B,Heeze N B,
Heeze N.B.,Heeze N.B.,
Hei en Boeicop,Hei en Boeicop,
Hei- en Boeicop,Hei- en Boeicop,Q961578
Heicop,Heicop,
Heidbergen Deutschland,Heidbergen Deutschland,
Heidenschap,Heidenschap,Q1955325
Heijen gem Bergen,Heijen gem Bergen,
Heijthuizen,Heijthuizen,
Heikop,Heikop,
Heilo,Heilo,
Heinenoord,Heinenoord,Q847085
Heinkenszand,Heinkenszand,Q1596330
Hekelingen,Hekelingen,Q726585
Hekendorp,Hekendorp,Q3129570
Helden,Helden,Q1025690
Helder,Helder,Q346253
Helledoorn,Helledoorn,
Hellemons,Hellemons,
Hellendooorn,Hellendooorn,
Hellendoorn,Hellendoorn,Q10005
hellendoorn,hellendoorn,Q10005
Hellevoetsluis,Hellevoetsluis,Q826130
Helmond,Helmond,Q9844
Helsbergen,Helsbergen,
Hem,Hem,Q15069182
Hem bj Hoorn,Hem bj Hoorn,
Hem gem. Venhuizen,Hem gem. Venhuizen,
Hemel@@ Oedephaert en Noordwolde,Hemel@@ Oedephaert en Noordwolde,
Hemelumer Oldephaart Noordwolde,Hemelumer Oldephaart Noordwolde,
Hemmerich,Hemmerich,
Hendrik Ido Ambacht,Hendrik Ido Ambacht,Q538725
Hendrik-Ido-Ambacht,Hendrik-Ido-Ambacht,Q538725
Hengelo,Hengelo,Q10006
Hengelo ,Hengelo ,Q10006
Hengelo (Geld),Hengelo (Geld),
Hengelo (O),Hengelo (O),
Hennaarderradeel,Hennaarderradeel,
Hensbroek,Hensbroek,Q2667509
Herne,Herne,Q256101
Herpen,Herpen,Q2765944
Herrwen en Aerdt,Herrwen en Aerdt,
Herstal,Herstal,Q211033
Herten Duitschl,Herten Duitschl,
Herwen en Aerd,Herwen en Aerd,
Herwen en Aerdt,Herwen en Aerdt,Q288444
Herwen en aerdt,Herwen en aerdt,Q288444
Herwen en Aerdt (Geld),Herwen en Aerdt (Geld),
Herwer en Aerdt,Herwer en Aerdt,
Herwijnen,Herwijnen,Q2347830
Herwin en Aart Gent Lobith,Herwin en Aart Gent Lobith,
Herwjnen,Herwjnen,
Het Bilt,Het Bilt,
Heteren,Heteren,Q3027065
Hetéren,Hetéren,
Heteren (G),Heteren (G),
Hetselawier,Hetselawier,
Heukelum,Heukelum,Q2443843
Heumen,Heumen,Q932155
Heusden,Heusden,Q9845
Heusen,Heusen,
Héveré Belgie,Héveré Belgie,
Heveskes,Heveskes,
Hichtum,Hichtum,Q2181052
Hijlaard,Hijlaard,Q2534309
Hijlgaards,Hijlgaards,
Hijtgaards,Hijtgaards,
Hilde (duitschl),Hilde (duitschl),
Hilgersberg,Hilgersberg,
Hillegersberg,Hillegersberg,Q2400537
Hillegom,Hillegom,Q932116
Hillige Langerak,Hillige Langerak,
Hilligersberg,Hilligersberg,
Hilvarenbeek,Hilvarenbeek,Q9846
Hilverdum,Hilverdum,
Hilversm,Hilversm,
Hilversum,Hilversum,Q9934
hilversum,hilversum,Q9934
Hilversum ,Hilversum ,Q9934
Hilversun,Hilversun,
Hoek,Hoek,Q449102
Hoencoop,Hoencoop,
Hoenkoop,Hoenkoop,Q2187711
Hoensbroek,Hoensbroek,Q783094
Hoensel,Hoensel,
Hoeve Breda,Hoeve Breda,
Hoevelake,Hoevelake,
Hoevelaken,Hoevelaken,Q3056778
hoevelaken,hoevelaken,Q3056778
Hoeven,Hoeven,Q2183962
Hof Seismar,Hof Seismar,
Hof van Delft,Hof van Delft,Q15876388
Hoge en Lage Zwalujwe,Hoge en Lage Zwalujwe,
Hogland,Hogland,Q60823121
Holdum,Holdum,
Hollandscheveld,Hollandscheveld,Q1875726
